Views,Duration,Likes,Comments,Category,Title_Length,Channel_Subscribers,Channel_Views,Video_Age,Average_Video_Views,Hashtag_Count,Audio_Language,Total_Videos_Posted,Channel_Size_Num,Channel_Age,Title_Sentiment,Engagement_Rate
246195,698,7360,385,2,77,882000,281772207,681,259220.061637534,0,31,1087,2,2304,0.4375,0.8781179138321996
60444,509,1206,87,10,100,49100,3459976,1355,9479.38630136986,2,63,365,1,1678,0.0,2.6334012219959266
39892,946,849,46,9,97,42300000,8199750579,730,35948.366837938,0,16,228098,4,5689,0.0,0.002115839243498818
476111,59,16321,224,2,99,76100,16219707,566,26898.3532338308,4,31,603,1,865,1.0,21.741130091984232
205585,6367,5219,227,2,99,642000,116335694,425,28046.2135969141,0,63,4148,2,1640,0.0,0.8482866043613707
58261,52,3936,35,2,76,203000,14844755,1003,3775.37004069176,0,19,3932,2,5992,0.0,1.9561576354679804
176744,49,11661,75,2,32,64200,7774706,998,5172.79174983366,0,16,1503,1,3988,0.0,18.2803738317757
21275,46,0,54,14,49,2030,267247,573,1248.81775700934,0,58,214,1,4818,0.0,2.6600985221674875
12984,632,603,44,2,91,203000,14844755,166,3775.37004069176,0,19,3932,2,5992,0.625,0.3187192118226601
160820,5790,3369,135,2,93,616000,46800322,1040,17250.3951345374,0,63,2713,2,1142,0.0,0.5688311688311689
270043,193,2541,62,2,21,4380,690131,3401,1960.59943181818,0,63,352,1,4665,0.0,59.42922374429224
448748,1420,14549,636,2,101,565000,96971345,1250,94330.1021400778,0,63,1028,2,2268,0.0,2.6876106194690266
113740,9809,3112,175,2,98,1040000,117664427,334,37508.5836786738,0,31,3137,3,840,0.283333333333333,0.3160576923076923
57808,48,2019,69,2,84,5300,449598,906,2845.55696202531,0,63,158,1,1401,0.0,39.39622641509434
544315,860,11601,768,12,66,904000,101700657,963,167546.387149917,0,63,607,2,2704,0.0,1.3682522123893806
216678,440,5325,238,2,97,76100,16219707,581,26898.3532338308,3,31,603,1,865,0.0,7.31011826544021
16447,13,738,10,12,56,376,64219,580,1284.38,2,21,50,1,881,0.0,198.93617021276594
139489,281,2418,77,2,59,3730000,617030641,1756,146632.756891634,1,16,4208,3,3882,0.0,0.06689008042895442
303725,1524,10018,650,2,99,605000,74948820,1468,300999.277108433,0,31,249,2,1721,0.0,1.763305785123967
13941,354,1123,74,2,73,4310000,224694340,5,972702.77056277,0,16,231,3,3757,0.1,0.027772621809744782
3546924,427,68015,3086,2,99,4770000,412330902,1684,47850.8648021353,0,16,8617,3,5561,0.0,1.490587002096436
26220,489,2075,148,3,37,105000,3893700,13,43749.4382022471,0,63,89,2,818,0.0,2.117142857142857
142323,73,1107,0,2,23,7260,1599641,1979,6176.22007722007,0,16,259,1,5413,0.0,15.24793388429752
361505,472,21331,643,12,81,57000,5022876,181,33938.3513513513,0,16,148,1,5043,0.0,38.550877192982455
500923,1054,11344,265,2,72,1000000,60856466,599,52644.0017301038,0,17,1156,3,6081,0.0,1.1609
146445,1015,5352,205,2,40,1000000,60856466,20,52644.0017301038,0,16,1156,3,6081,0.0,0.5557000000000001
1000399,57,35084,701,3,35,150000,10574293,719,9621.7406733394,0,16,1099,2,5430,0.0,23.85666666666667
39557,417,2572,168,2,67,105000,3893700,23,43749.4382022471,0,17,89,2,818,0.0,2.6095238095238096
96261,596,5034,286,12,39,105000,3893700,79,43749.4382022471,0,63,89,2,818,0.0,5.066666666666666
1030093,750,18539,467,2,48,16100000,2061431910,2657,1290007.45306633,1,16,1598,4,6819,0.0,0.11804968944099378
654618,537,24012,1048,6,59,42000,2058728,353,25106.4390243902,0,63,82,1,2009,0.0,59.66666666666667
61121,479,1360,43,9,59,42300000,8199750579,381,35948.366837938,0,16,228098,4,5689,0.0,0.0033167848699763593
40793,47,4787,35,2,30,40900,4814476,86,5325.74778761061,0,16,904,1,1676,0.1,11.789731051344743
446009,341,23259,298,12,41,544000,55361398,304,81056.2196193265,0,16,683,2,4837,0.0,4.330330882352941
67666,514,3958,102,12,51,126000,8252842,23,19282.3411214953,0,17,428,2,1904,0.5,3.2222222222222223
89761,1160,5380,258,12,41,2100000,210685657,345,125857.620669056,0,16,1674,3,5998,0.0,0.2684761904761905
29915,581,1716,38,2,24,127000,5490170,860,5993.63537117903,0,19,916,2,5398,0.0,1.3811023622047245
14507,817,836,88,12,39,69700,3271949,256,4769.60495626822,0,63,686,1,3522,0.0,1.3256814921090387
4566461,4473,26015,1107,12,62,528000,288653375,626,292159.286437246,0,17,988,2,1587,0.0,5.136742424242424
177239,857,11236,486,12,30,105000,3893700,58,43749.4382022471,0,17,89,2,818,0.0,11.163809523809524
285866,637,13926,1218,10,36,49600,1540771,201,20821.2297297297,0,63,74,1,1611,0.0,30.532258064516128
423053,46,19124,249,12,20,680000,176780816,172,156166.798586572,0,17,1132,2,1416,0.0,2.8489705882352943
68552,863,4212,160,12,99,126000,8252842,127,19282.3411214953,0,17,428,2,1904,1.0,3.46984126984127
961898,16,23821,618,12,96,13500,1693510,626,11365.8389261744,0,17,149,1,991,0.0,181.02962962962962
1239859,321,42550,713,10,61,220000,15433865,1199,63776.3016528925,0,63,242,2,2646,0.0,19.665
412956,573,11956,326,6,60,42000,2058728,322,25106.4390243902,0,63,82,1,2009,0.25,29.242857142857144
22869,648,700,95,10,51,220000,15433865,53,63776.3016528925,1,63,242,2,2646,0.0,0.36136363636363633
868426,60,44822,906,12,69,778000,81286217,311,296665.025547445,4,16,274,2,1553,0.0,5.877634961439589
35011,962,2115,112,12,82,126000,8252842,94,19282.3411214953,1,17,428,2,1904,0.0,1.7674603174603176
2884064,689,84479,3951,12,82,11800000,4345823039,1900,1097984.5980293,0,17,3958,4,7058,0.0,0.749406779661017
292818,1258,4928,699,8,66,17300000,5799828566,206,240327.707537396,0,19,24133,4,6861,0.0,0.032526011560693645
213584,477,5570,180,2,25,1000000,60856466,388,52644.0017301038,0,17,1156,3,6081,0.0,0.575
22705,1910,844,71,12,43,53100,2558158,48,7847.11042944785,0,17,326,1,2278,0.0,1.7231638418079096
611257,1156,34435,2385,2,77,218000,10508328,219,67795.664516129,0,63,155,2,1275,0.0,16.889908256880734
2720744,492,91724,2122,2,55,280000,9552506,1816,217102.409090909,0,16,44,2,1900,0.0,33.51642857142857
28887,872,1330,172,12,101,126000,8252842,32,19282.3411214953,1,17,428,2,1904,1.0,1.192063492063492
269472,534,13219,559,10,53,310000,11757138,297,44366.558490566,0,63,265,2,3324,0.0,4.444516129032258
55103,484,3447,232,12,87,105000,3893700,242,43749.4382022471,0,63,89,2,818,0.0,3.5038095238095237
252035,766,9483,448,12,57,6070,302877,274,25239.75,0,63,12,1,4906,0.0,163.60790774299835
214710,61,14962,106,12,63,223000,16868218,810,41343.6715686274,1,63,408,2,6559,0.0,6.75695067264574
50909,738,2779,218,2,66,218000,10508328,134,67795.664516129,0,63,155,2,1275,0.0,1.3747706422018349
177071,1651,3749,154,2,36,1000000,60856466,564,52644.0017301038,0,17,1156,3,6081,0.0,0.3903
402812,391,7932,706,10,29,220000,15433865,737,63776.3016528925,0,63,242,2,2646,0.0,3.9263636363636363
259546,146,2049,11,2,93,4330000,442692039,1682,38321.6792763157,0,16,11552,3,4587,0.0,0.04757505773672055
91404,20,0,158,3,59,45700,3969788,842,9125.94942528735,2,17,435,1,1644,0.0,0.34573304157549234
56877,1030,1301,49,2,37,1000000,60856466,543,52644.0017301038,0,17,1156,3,6081,0.0,0.135
1131092,514,45879,1458,2,61,6340000,1006384839,338,1096279.78104575,0,63,918,3,1628,0.2,0.746640378548896
132037,939,6858,306,12,91,1140000,52180090,140,112943.917748917,0,16,462,3,4053,0.0,0.628421052631579
1272786,3218,10503,1175,8,74,3400000,990826831,183,255039.081338481,0,16,3885,3,6893,0.112499999999999,0.34347058823529414
86810,411,2026,52,2,38,1000000,60856466,741,52644.0017301038,0,17,1156,3,6081,0.0,0.20779999999999998
79019,633,2286,140,2,43,122000,17138553,107,157234.43119266,0,16,109,2,2099,0.0,1.9885245901639346
42295,985,2167,197,10,53,3160,61144,758,3821.5,0,16,16,1,3058,0.0,74.81012658227849
21412,541,1099,124,12,45,105000,3893700,108,43749.4382022471,0,17,89,2,818,0.0,1.1647619047619047
373710,431,6686,140,9,62,42300000,8199750579,2326,35948.366837938,0,16,228098,4,5689,0.0,0.016137115839243498
342219,56,17513,289,12,64,27500,2322532,601,10556.9636363636,0,16,220,1,4856,0.2,64.73454545454545
149027,5477,2997,172,2,26,2010000,126368893,384,54752.5532928942,0,16,2308,3,4784,0.0,0.15766169154228857
671214,1320,28089,1320,12,42,105000,3893700,588,43749.4382022471,0,17,89,2,818,0.0,28.00857142857143
883682,58,43480,25,2,94,4770000,412330902,261,47850.8648021353,1,16,8617,3,5561,0.2,0.9120545073375261
98572,799,4829,214,12,59,19200,936202,292,4752.29441624365,0,63,197,1,3159,0.0,26.265624999999996
176152,8881,3962,108,12,75,528000,288653375,612,292159.286437246,0,17,988,2,1587,0.0,0.7708333333333334
498566,402,18170,449,2,24,1000000,60856466,667,52644.0017301038,0,17,1156,3,6081,0.0,1.8619
3315614,207,60287,2278,3,89,6370000,5846145657,1886,390524.091983967,0,16,14970,3,6408,0.266666666666666,0.982182103610675
49365,507,2132,103,2,34,1000000,60856466,324,52644.0017301038,0,17,1156,3,6081,0.0,0.2235
168520,1602,3977,240,12,35,2740000,258420406,345,165019.416347381,0,16,1566,3,6192,0.0,0.1539051094890511
15800,3603,701,119,6,82,47600,555431,191,1876.45608108108,0,16,296,1,572,0.0,1.7226890756302522
1511091,653,47453,1203,10,71,7200000,525040282,1537,405123.674382716,0,31,1296,3,3010,0.341666666666666,0.6757777777777777
18188,1150,976,181,2,58,445000,37316152,9,58858.2839116719,0,39,634,2,2065,0.5,0.26
131587,899,9740,324,12,54,83800,4309717,1094,14038.1661237785,0,46,307,1,6187,0.0,12.009546539379475
231698,1037,14506,794,10,87,136000,4336573,611,94273.3260869565,0,31,46,2,2076,0.0,11.25
253697,4145,3458,154,12,75,528000,288653375,622,292159.286437246,0,17,988,2,1587,0.0,0.6840909090909091
38267,345,1297,85,10,42,220000,15433865,159,63776.3016528925,0,63,242,2,2646,0.0,0.6281818181818182
67242,888,1383,29,2,42,1000000,60856466,550,52644.0017301038,0,17,1156,3,6081,0.0,0.1412
43412,820,1461,72,2,53,156000,5879398,230,14809.5667506297,1,16,397,2,4003,0.0,0.9826923076923076
9964257,49,466562,3300,10,55,2230000,1373036086,622,464963.117507619,0,17,2953,3,1862,0.0,21.070044843049327
1046874,233,5792,147,12,31,1040000,156392740,3779,131643.72053872,0,16,1188,3,6822,0.0,0.5710576923076923
141944,356,3290,361,10,94,2640000,1038146973,67,23663.0874589715,0,5,43872,3,1008,0.2,0.13829545454545455
463710,320,9603,168,2,100,46200,8557639,1282,23574.7630853994,0,63,363,1,1795,0.0,21.149350649350648
82289,1555,4458,311,12,31,358000,19201190,84,23161.8697225572,0,16,829,2,4176,0.1,1.332122905027933
112756,1055,2288,379,10,82,39900,3328260,712,3448.97409326424,0,17,965,1,6768,0.2,6.684210526315789
66778,568,3055,112,12,46,230000,10895037,668,37569.0931034482,0,63,290,2,5145,0.25,1.3769565217391304
30787,740,1444,72,12,100,126000,8252842,160,19282.3411214953,0,17,428,2,1904,0.75,1.2031746031746033
1410634,2300,22959,715,2,100,4770000,412330902,1997,47850.8648021353,0,16,8617,3,5561,0.0,0.49631027253668764
1073262,1313,38376,1421,12,93,230000,10895037,785,37569.0931034482,0,63,290,2,5145,0.0,17.303043478260868
206842,1730,3834,48,2,88,109000,7762098,1376,28855.3828996282,0,16,269,2,3971,0.0,3.561467889908257
242337,618,6917,549,10,45,220000,15433865,359,63776.3016528925,0,63,242,2,2646,0.0,3.393636363636364
71275,1127,6704,472,12,36,146000,5197415,6,140470.675675675,0,16,37,2,2350,0.0,4.915068493150685
1015850,52,11952,1152,12,54,7320,1613195,67,23379.6376811594,0,17,69,1,2102,-0.125,179.01639344262296
686206,31,7470,1810,10,52,12700,1400809,142,34166.0731707317,0,63,41,1,774,0.0,73.07086614173228
3613864,42,44293,4617,12,32,102000,19227939,1145,223580.686046511,0,19,86,2,6296,0.0,47.950980392156865
80274631,34,3044831,51871,3,42,3010000,757433032,415,10519903.2222222,1,16,72,3,5569,0.0,102.88046511627907
1270318,206,7549,3535,12,49,3940000,1878532302,11,81487.5418383724,0,16,23053,3,6834,0.111111111111111,0.2813197969543147
317747,213,0,98,12,77,8720,1093073,1319,13836.3670886075,0,16,79,1,1415,0.0,1.1238532110091743
1159169,74,7262,641,4,90,353000,158166655,654,155675.841535433,0,16,1016,2,5649,0.0,2.2388101983002833
498398,514,2721,389,12,81,183000,71576101,100,139797.072265625,1,16,512,2,1039,0.136363636363636,1.6994535519125682
20540,597,309,13,12,72,183000,71576101,6,139797.072265625,1,16,512,2,1039,-0.281818181818181,0.17595628415300546
263755,73,1646,16,2,49,354000,207612607,600,233534.991001124,0,17,889,2,5609,1.0,0.46949152542372885
477219,965,34916,3187,10,53,2120000,717427990,6,587093.281505728,0,34,1222,3,3992,0.0,1.797311320754717
229319,361,2309,250,12,59,1360000,280239934,94,97678.6106657371,3,16,2869,3,3939,0.0,0.18816176470588236
55197,203,824,97,12,29,3940000,1878532302,10,81487.5418383724,0,16,23053,3,6834,1.0,0.023375634517766496
40972139,1140,697999,177679,12,49,62700000,9607666580,134,50039930.1041666,0,17,192,4,4840,0.5,1.396615629984051
167881,660,4059,135,12,72,1360000,280239934,55,97678.6106657371,0,16,2869,3,3939,0.18,0.3083823529411765
117622,1225,1410,71,12,79,352000,22064435,8,51193.5846867749,0,16,431,2,1751,0.625,0.42073863636363634
2737335,678,19465,4403,12,59,183000,71576101,256,139797.072265625,1,16,512,2,1039,0.25,13.042622950819672
716385,99,1107,0,2,54,1340000,250937370,3588,248207.09198813,0,16,1011,3,3714,0.375,0.08261194029850746
169522,99,690,169,12,69,8710,3302963,31,13648.6074380165,0,16,242,1,2277,0.25,9.862227324913892
2237146,45,85057,8122,8,58,1280000,333812991,465,360100.313915857,2,16,927,3,5780,0.0,7.279609375
1707220,16,34155,157,6,43,75500,18900261,632,402133.212765957,2,63,47,1,3442,0.0,45.44635761589404
1951846,605,15992,2101,12,46,206000,34734540,677,239548.551724137,0,16,145,2,1294,0.0,8.783009708737865
15445014,15,280236,19922,12,21,1630000,549207731,751,152600.091969991,0,19,3599,3,3338,0.0,18.414601226993867
20955222,24,493155,23482,12,59,3940000,1878532302,277,81487.5418383724,0,16,23053,3,6834,0.0,13.11261421319797
15235365,20,364176,11685,6,37,50700,18284423,1044,86656.0331753554,1,17,211,1,2966,0.0,741.3431952662722
101107,498,1051,92,12,57,183000,71576101,65,139797.072265625,0,16,512,2,1039,0.0681818181818181,0.6245901639344262
2693592,20,168600,1694,3,35,71400,48851231,131,279149.891428571,1,63,175,1,280,-0.5,238.50700280112042
2206766,50,18141,1093,8,68,26500000,6378905786,480,217361.42658534,0,31,29347,4,6295,0.875,0.0725811320754717
279777,483,6065,847,12,86,258000,29482606,41,66702.7285067873,1,16,442,2,736,0.125,2.6790697674418604
6173564,204,44702,1008,6,28,262000,65843335,2808,609660.509259259,0,16,108,2,4519,0.0,17.446564885496183
746378,498,6302,313,12,41,950000,211640378,1112,128813.376749847,0,16,1643,2,3403,0.0,0.6963157894736842
22207313,734,103506,997,2,49,1000000,235818670,1243,2050597.13043478,0,17,115,3,1956,0.6,10.4503
10160785,81,166344,13984,12,35,3350000,833991303,732,6177713.35555555,0,63,135,3,6041,0.0,5.382925373134329
963671,725,37496,1078,12,39,519000,133782106,249,1423213.89361702,0,16,94,2,2601,0.0,7.432369942196532
23913005,439,144631,17212,12,52,113000,33727921,1779,351332.510416666,1,63,96,2,3054,0.6,143.22389380530973
144483,1833,2265,0,2,66,4380,266048,749,9853.62962962963,0,16,27,1,960,0.35,51.71232876712328
3792956,36,128572,1803,2,83,2100000,88269246,922,129998.889543446,0,16,679,3,5471,-0.1,6.208333333333333
95439780,16,3757012,31802,13,63,14400000,32286178806,790,11436832.7332624,0,63,2823,4,5250,0.5,26.311208333333337
20818629,29,964719,7647,10,38,4390000,1901275045,657,6152993.67313915,1,63,309,3,1078,0.3125,22.149567198177678
372242,728,13964,1980,10,42,141000,8984756,134,45149.5276381909,0,63,199,2,3932,0.0,11.307801418439716
1760213,44,31751,1543,3,48,6130,2105275,96,28449.6621621621,0,16,74,1,131,0.0,543.1321370309951
2836086,4138,22310,3483,12,77,258000,29482606,221,66702.7285067873,1,16,442,2,736,-0.275,9.997286821705426
840236,1919,6124,610,12,69,183000,71576101,33,139797.072265625,0,16,512,2,1039,0.15,3.679781420765027
1441807,342,8300,0,2,79,5630000,1922548699,737,2043091.07226354,0,16,941,3,3879,-0.6,0.14742451154529307
209183,547,1948,139,12,74,183000,71576101,27,139797.072265625,1,16,512,2,1039,0.125,1.1404371584699453
7175046,3802,11772,0,3,66,22900000,16875457866,983,13821013.8132678,0,16,1221,4,4010,0.25,0.0514061135371179
2717668,32,60081,2122,0,37,133000,75002714,369,16150.4552110249,0,63,4644,2,3317,0.0,46.769172932330825
3521180,5240,82746,4066,2,60,17000000,3031145320,172,7148927.64150943,0,16,424,4,5296,0.2,0.5106588235294118
19009527,25,340867,13015,3,55,12900000,3663786264,831,1486323.02799188,0,16,2465,4,6634,0.0,2.7432713178294574
3140873,115,21471,6551,12,32,58700,27079954,27,601776.755555555,0,63,45,1,3091,0.0,47.737649063032364
558202,15,9692,157,8,63,1900000,1252156278,445,60970.7492817841,3,19,20537,3,6680,-0.1,0.5183684210526316
25093255,41,1026384,1530,12,69,263000,63214714,882,99707.7507886435,3,63,634,2,1182,0.0,390.841825095057
7603728,21,99510,1300,4,97,353000,158166655,503,155675.841535433,1,16,1016,2,5649,0.0999999999999999,28.558073654390938
16911354,24,321685,179,12,34,917000,466016454,1039,2000070.61802575,3,37,233,2,2112,0.0,35.09967284623773
2598138,15,47341,327,6,59,982000,341611139,769,230196.185309973,2,17,1484,2,4578,-0.1,4.854175152749491
2009887,931,31575,7589,12,80,536000,84488083,275,3840367.4090909,0,16,22,2,1521,0.0,7.306716417910447
2350946,848,21093,2150,10,49,8420,2531938,249,26935.5106382978,0,63,94,1,4804,0.25,276.04513064133016
104290,257,1328,143,12,38,3940000,1878532302,21,81487.5418383724,0,16,23053,3,6834,0.0,0.037335025380710665
212229,16,4693,6,1,40,13300,4283260,28,56358.6842105263,0,17,76,1,3719,0.0,35.330827067669176
329223,7369,5836,941,12,104,235000,21230950,159,17204.9837925445,0,16,1234,2,5355,0.0,2.8838297872340424
890340,618,28446,972,2,79,57400,2547471,1581,45490.5535714285,0,16,56,1,3717,0.1,51.25087108013937
403655,19,6185,361,12,92,630000,205890326,671,20801.2048898767,1,17,9898,2,7105,0.0,1.0390476190476192
2228843,234,4438,0,3,22,315000,156482606,2146,1064507.52380952,0,63,147,2,2311,0.6,1.4088888888888889
339212,33,2848,115,12,50,103000,15680552,2152,163339.083333333,0,63,96,2,2316,0.4,2.8766990291262133
35643320,417,305911,7252,10,56,13200000,4414043319,2864,14147574.7403846,0,17,312,4,2926,-0.1,2.3724469696969694
53141,488,1069,337,12,86,313000,52107385,57,85282.1358428805,0,63,611,2,732,0.178787878787878,0.4492012779552716
13195765,1017,236410,13295,10,23,22600000,11951938468,71,14884107.6811955,0,16,803,4,3280,0.0,1.1048893805309734
180534,152,2296,0,12,74,42200,17605427,15,367.361384692429,0,16,47924,1,5175,-0.075,5.440758293838862
17356143,22,369381,2874,12,47,860000,368568296,351,407257.785635359,4,63,905,2,602,0.341666666666666,43.28546511627907
405478,122,7485,337,12,56,827000,149877028,46,256638.746575342,0,19,584,2,5917,-0.1,0.9458282950423216
1478577,17,42269,781,3,29,1820000,198425994,911,134617.363636363,0,63,1474,3,1219,0.6,2.3653846153846154
53251,495,1694,73,2,75,38700,1550020,399,23134.6268656716,0,17,67,1,654,0.0,4.565891472868217
71599717,851,1278613,33629,12,50,62700000,9607666580,1273,50039930.1041666,0,16,192,4,4840,0.0,2.09288995215311
15138443,39,564529,3259,12,45,593000,425798369,362,312168.892228739,1,17,1364,2,2232,0.0,95.74839797639123
18867779,455,681907,55889,1,27,7470000,438458160,2185,8431887.69230769,0,16,52,3,3201,-0.799999999999999,9.876787148594378
201685,20,5190,453,10,99,8150,4258640,213,103869.268292682,5,63,41,1,229,-0.125,69.23926380368098
286875,1468,2350,366,3,70,518000,159633539,329,84283.8115100316,1,17,1894,2,1654,-0.274074074074074,0.5243243243243243
10320409,19,316255,2291,3,67,1540000,409716838,544,702773.30703259,3,63,583,3,1287,0.446428571428571,20.684805194805193
220023,42,2488,305,12,27,102000,19227939,110,223580.686046511,0,19,86,2,6296,0.0,2.738235294117647
20486169,158,142607,28561,8,62,3740000,1747315459,3231,112853.8047536,0,16,15483,3,6791,0.0833333333333333,4.576684491978609
8375110,19,277738,3224,13,32,16500000,21952901106,981,448476.018508682,1,16,48950,4,2553,0.1,1.7028
72355,482,716,101,5,52,777000,255264557,30,189505.981440237,0,16,1347,2,5755,-0.0499999999999999,0.10514800514800514
6668311,52,22047,275,4,41,308000,81526076,179,982241.879518072,0,17,83,2,4145,0.0,7.247402597402597
16708138,215,51775,791,5,75,259000,114314815,2948,2931149.1025641,0,63,39,2,3182,-0.125,20.295752895752898
1710018,439,21831,4204,3,27,3500000,1140310842,400,1445260.88973384,0,16,789,3,4160,-1.0,0.7438571428571429
79192360,23,4165304,31973,13,44,18100000,23665342447,1152,4143817.62335843,1,63,5711,4,5684,0.8,23.189375690607736
2249488,55,97956,1596,12,32,5630000,1523001692,344,686036.798198198,0,16,2220,3,6377,0.0,1.7682415630550623
6606781,50,351321,1456,12,32,3360000,1203532049,731,778481.273609314,0,16,1546,3,3267,0.0,10.499315476190477
1263740,764,19972,3759,3,26,29300000,11214072971,59,2674474.83210112,0,16,4193,4,4582,-0.2,0.08099317406143344
50101424,384,356240,3888,12,39,1020000,322264579,1532,1180456.33333333,0,63,273,3,2204,0.0,35.306666666666665
7906596,1780,246697,7255,1,34,6870000,1737597416,528,5950676.08219178,0,16,292,3,3786,0.5,3.696535662299855
10818971,75,21977,307,4,23,308000,81526076,329,982241.879518072,0,63,83,2,4145,0.0,7.235064935064934
36346255,282,0,6382,3,63,44700000,11401890191,1593,1241359.84659771,1,17,9185,4,2867,0.0,0.014277404921700224
158230,2844,7922,427,3,51,6620000,1430761728,9,958313.280643,1,16,1493,3,4681,0.0,0.1261178247734139
89988100,1883,1557206,33834,5,27,10100000,1714333123,1871,5357291.009375,0,16,320,4,4190,0.0,15.752871287128714
347820,897,3959,349,5,43,1380000,828324703,62,534403.034193548,0,16,1550,3,2686,0.0,0.31217391304347825
834062,656,16011,4815,3,29,3500000,1140310842,14,1445260.88973384,0,16,789,3,4160,-0.4,0.5950285714285715
1122697,1792,27824,1484,12,61,102000,16451947,205,79863.8203883495,0,16,206,2,1658,0.0,28.733333333333334
12201979,282,71014,1849,3,29,1660000,956202243,1587,120246.760940643,0,35,7952,3,2560,0.0,4.38933734939759
14384942,924,84481,369,5,50,93300,52331259,2334,36904.9781382228,0,16,1418,1,4052,0.0,90.94319399785637
4909409,26,138450,902,3,33,117000,44819017,694,179996.052208835,0,16,249,2,2629,0.0,119.10427350427351
407799,347,6181,222,5,55,777000,255264557,50,189505.981440237,0,16,1347,2,5755,0.4,0.8240669240669241
2317265,519,37485,2068,12,43,1230000,278740399,118,410516.051546391,0,16,679,3,2904,-0.3,3.2156910569105692
5526008,50,294265,1952,12,34,7120000,3837665818,754,20632611.9247311,0,63,186,3,1379,0.0,4.160351123595506
25042597,283,196963,7299,3,70,9870000,2303094405,1586,368790.136909527,0,33,6245,3,1958,0.0,2.0695238095238095
4445187,1223,116514,9658,12,29,16100000,8400158100,686,1175011.62400335,0,16,7149,4,5899,-0.2,0.7836770186335403
502496,483,12202,5338,3,35,3500000,1140310842,15,1445260.88973384,1,16,789,3,4160,-0.4,0.5011428571428571
1119671,2416,27592,1206,3,25,1840000,210159175,135,1250947.47023809,0,16,168,3,3398,0.0,1.5651086956521738
2467657,646,35104,1769,5,40,425000,81846951,970,40943.9474737368,0,16,1999,2,4563,-0.116666666666666,8.676
1978037,33,47289,968,12,48,97700,32426829,115,14600.1031067086,3,16,2221,1,4481,-0.8,49.393039918116685
26096632,282,183694,3370,6,57,32000000,7082167050,1589,769466.215775749,0,54,9204,4,2789,0.0,0.5845750000000001
586751,55,19732,551,12,48,3940000,1878532302,97,81487.5418383724,0,16,23053,3,6834,0.0,0.5147969543147208
2398973,18,157955,2413,5,74,307000,104265343,134,123390.938461538,5,16,845,2,3272,0.0,52.2371335504886
6899820,30,269870,798,12,34,4870000,3772044973,108,2761379.9216691,1,16,1366,3,4303,0.0,5.557864476386037
1023231,600,5629,35,4,95,485000,189960700,158,639598.316498316,0,16,297,2,1882,0.0,1.1678350515463918
1782031,726,27586,992,5,38,3580000,1794554337,225,618598.530506721,0,19,2901,3,4627,0.0,0.798268156424581
242261,137,660,23,4,35,1260000,417997658,23,3119385.50746268,0,16,134,3,1610,-0.4,0.0542063492063492
1174013,427,6233,34,5,38,67500,29973693,324,32299.2381465517,0,50,928,1,4527,0.0,9.284444444444444
13841200,157,69509,775,4,47,899000,275742068,1012,1021266.91851851,0,63,270,2,2486,0.4,7.818020022246941
274148,674,2244,114,5,53,3580000,1794554337,69,618598.530506721,0,19,2901,3,4627,0.0,0.0658659217877095
14395741,272,57337,505,3,82,421000,147157124,2762,572595.813229572,0,43,257,2,6676,0.4,13.739192399049882
468178,54,14683,264,6,54,201000,26759090,444,82845.4798761609,3,16,323,2,3254,0.0,7.436318407960199
10310472,141,39766,414,4,52,1260000,417997658,1197,3119385.50746268,0,16,134,3,1610,0.04,3.188888888888889
7602789,20,436245,2635,3,27,3340000,1631758437,596,6111454.82022471,2,16,267,3,2057,0.0,13.140119760479042
1221239,1180,41548,2498,5,37,7600000,3609952402,82,1384184.20322085,0,53,2608,3,4351,0.0,0.5795526315789474
11947628,15,108579,93,12,89,1360000,921703976,73,3103380.39057239,5,63,297,3,3084,0.0,7.990588235294117
148713,490,2253,181,5,48,3580000,1794554337,15,618598.530506721,0,19,2901,3,4627,0.0,0.06798882681564246
3896324,788,19990,671,5,58,1410000,726548022,161,224174.027152113,1,17,3241,3,3626,-0.3125,1.46531914893617
682296,18,21945,451,5,56,25800,18476473,990,30691.8156146179,0,17,602,1,5736,0.0,86.8062015503876
233165,608,2530,165,5,54,3580000,1794554337,17,618598.530506721,0,19,2901,3,4627,0.136363636363636,0.07527932960893854
1372328,10,35542,1396,5,30,776000,210708121,1296,396067.896616541,1,16,532,2,4931,0.0,4.760051546391752
7158939,832,56594,674,5,69,3580000,1794554337,1117,618598.530506721,0,19,2901,3,4627,0.0,1.5996648044692738
281070,754,6134,290,5,51,1210000,220683185,105,525436.154761904,0,17,420,3,4368,0.1,0.5309090909090909
321249,725,3353,1824,5,46,3580000,1794554337,12,618598.530506721,0,19,2901,3,4627,0.0,0.14460893854748605
10710566,45,522912,15402,12,48,7120000,3837665818,789,20632611.9247311,2,63,186,3,1379,0.0,7.560589887640449
1985641,551,69947,4662,3,39,16400000,10866611644,18,1831554.29698297,0,63,5933,4,6467,-0.6,0.4549329268292683
7150520,22,370484,6609,5,36,1650000,56962348,600,272547.119617224,3,63,209,3,1917,0.0,22.85412121212121
7195876,36,236700,2461,3,32,3500000,1140310842,617,1445260.88973384,0,16,789,3,4160,0.0,6.833171428571429
987688,768,7777,247,5,52,3580000,1794554337,30,618598.530506721,0,19,2901,3,4627,0.0,0.2241340782122905
62316122,271,440526,6233,5,36,1260000,417997658,1520,3119385.50746268,0,16,134,3,1610,0.0,35.45706349206349
