Views,Duration,Likes,Comments,Category,Title_Length,Channel_Subscribers,Channel_Views,Video_Age,Average_Video_Views,Hashtag_Count,Audio_Language,Total_Videos_Posted,Channel_Size_Num,Channel_Age,Title_Sentiment,Engagement_Rate
1189897,5055,3913,100,10,99,55600,8248422,46,73646.625,0,63,112,1,307,0.233333333333333,7.217625899280576
29701168,222,705382,19822,10,38,311000,72673717,38,919920.46835443,0,16,79,2,1385,0.0,233.18456591639872
1243852,6342,5402,78,7,95,34500,3060506,140,218607.571428571,0,0,14,1,188,0.666666666666666,15.884057971014492
32041254,176,178261,10040,7,43,243000,46526674,100,574403.382716049,0,43,81,2,4961,0.0,77.49012345679013
826669,5920,3086,37,7,99,40300,7301358,45,54084.1333333333,0,16,135,1,331,0.666666666666666,7.749379652605459
60728899,239,517304,12844,7,96,3060000,1219854826,104,2209881.93115942,2,40,552,3,2167,0.0,17.325098039215685
9645093,215,109219,0,7,83,36300000,34537830927,23,12989030.0590447,0,16,2659,4,5358,0.25,0.30087878787878786
20113854,210,111743,6848,10,33,1380000,1189165756,72,1887564.69206349,0,63,630,3,737,0.0,8.593550724637682
1652143,6953,6765,114,10,96,45500,6313539,27,225483.535714285,0,16,28,1,48,0.61875,15.118681318681318
8501761,176,43558,1577,7,84,224000,27460896,93,518130.113207547,0,56,53,2,3408,0.0,20.149553571428573
34346471,152,232329,6855,7,52,122000,99181703,58,612232.734567901,0,16,162,2,1404,0.0,196.05245901639344
14864988,241,0,3287,10,90,72100,38404294,69,1010639.31578947,0,63,38,1,3706,0.1,4.558945908460472
66668218,197,383393,7144,7,36,1300000,1725030406,58,31364189.2,0,63,55,3,594,0.0,30.041307692307694
624366,7403,5331,83,7,97,168000,15670562,83,307265.921568627,0,67,51,2,1215,0.0,3.2226190476190477
6375000,212,48844,1698,7,38,223000,153748406,65,443078.979827089,0,43,347,2,5972,0.25,22.66457399103139
1555497,4027,9013,254,7,59,149000,2288536,96,88020.6153846153,0,1,26,2,1594,0.783333333333333,6.219463087248322
8380793,217,47327,1469,7,48,460000,64161872,125,903688.338028169,0,17,71,2,1722,0.0,10.607826086956521
1698277,197,71828,4678,3,71,3200000,2220746167,16,632871.520946138,0,2,3509,3,5389,0.136363636363636,2.3908125
20512535,177,132730,7996,7,35,85900,29531040,56,1845690.0,0,65,16,1,193,0.0,163.82537834691502
46263704,275,396712,16610,7,52,3490000,3215575036,93,30335613.5471698,0,53,106,3,2370,0.0,11.843037249283668
43639216,167,462084,15561,7,68,19800,821071414,100,12440475.9696969,0,16,66,1,916,0.0,2412.348484848485
2100167,184,51309,1029,7,30,560000,110766807,15,2637304.92857142,0,63,42,2,1139,0.0,9.34607142857143
5661570,282,46956,2578,7,84,790,22770220,87,1339424.70588235,0,63,17,1,194,0.136363636363636,6270.126582278481
7978360,21,220735,9302,7,100,880000,450928061,604,346069.118188795,7,63,1303,2,3977,0.170454545454545,26.140568181818182
173834,175,15020,1360,7,40,382000,40190657,6,349483.973913043,0,37,115,2,1923,0.0,4.287958115183247
582839,17,36194,138,7,100,143000,87684970,34,171931.31372549,1,63,510,2,444,0.0,25.406993006993005
614531,4644,2175,55,10,100,285000,35165758,37,408904.162790697,2,17,86,2,436,0.5,0.7824561403508772
28029479,23,981088,5347,7,24,4720000,6995449288,511,9241016.23249669,0,63,757,3,776,0.136363636363636,20.899046610169492
781717,172,127454,4015,7,51,428000,25017000,6,139759.776536312,0,49,179,2,2707,0.0,30.717056074766358
4857552,264,58968,3650,7,54,29300,4840219,43,4840219.0,0,63,1,1,44,0.0,213.7133105802048
4509317,26,136239,786,7,81,108000,19612105,93,88742.5565610859,5,63,221,2,591,0.6,126.875
156572,4270,456,13,10,93,55600,8248422,56,73646.625,0,63,112,1,307,0.233333333333333,0.8435251798561151
1593029,20,51787,281,3,22,19100,7072872,31,9269.81913499344,0,31,763,1,1415,0.0,272.60732984293196
2959219,4701,13953,362,10,98,285000,35165758,88,408904.162790697,2,17,86,2,436,0.25,5.022807017543859
28987461,59,572092,3417,7,55,565000,196635718,65,4468993.59090909,2,17,44,2,216,0.0499999999999999,101.86
636694,16,12431,116,10,49,137000,157002384,78,102884.917431192,3,63,1526,2,1349,0.0,9.158394160583942
7756297,198,81819,2866,7,78,2940000,978772494,64,7414943.13636363,0,3,132,3,3665,0.0,2.880442176870748
29520252,289,206584,3729,7,55,7350000,7125978917,37,33613108.0990566,0,53,212,3,726,0.0,2.8614013605442175
8369900,46,698895,8639,7,25,329000,41651606,36,355996.632478632,0,16,117,2,1701,1.0,215.05592705167174
2965225,332,51881,1332,7,48,439000,180411628,40,1431838.31746031,0,8,126,2,2369,0.0,12.121412300683371
11716370,15,297254,773,7,96,20200000,10123527238,137,954419.46243047,1,63,10607,4,4828,0.5,1.475381188118812
2246891,256,13004,337,7,39,1250000,1765019841,16,11688873.1192052,0,13,151,3,3821,0.0,1.06728
20937,188,2060,152,7,58,20200,2512538,6,93056.9629629629,0,63,27,1,1540,0.0,10.950495049504951
80438435,16,4061383,12235,3,12,12800000,14898320800,1139,4323366.45385954,0,63,3446,4,2726,0.0,31.825140625
3329626,20,65823,366,3,96,950000,295036563,79,633125.671673819,0,63,466,2,3666,0.0,6.967263157894737
5450519,4417,23784,305,7,101,610000,219344830,60,588055.844504021,1,31,373,2,468,0.1,3.9490163934426232
111639,133,10949,910,5,73,249000,81636281,6,242244.157270029,0,63,337,2,1745,-0.102777777777777,4.7626506024096384
2118647,216,51332,544,7,8,2370,14793279,34,59650.3185483871,0,63,248,1,4266,0.0,2188.8607594936707
5017312,59,301989,1454,7,69,193000,199207649,10,5691647.11428571,3,63,35,2,1181,0.0,157.2243523316062
231122,4958,657,17,10,100,24400,4026574,18,138847.379310344,0,17,29,1,124,0.666666666666666,2.7622950819672134
4196260,25,204272,15840,3,98,937000,317018387,43,256073.010500807,3,58,1238,2,1758,0.0,23.491141942369264
2209436,333,37645,2361,7,43,80300,6765083,56,81507.0240963855,0,63,83,1,1563,0.136363636363636,49.820672478206724
127320,8998,841,27,7,95,352000,41630848,14,457481.846153846,0,63,91,2,2155,0.343181818181818,0.2465909090909091
6808864,232,135432,11252,7,55,763000,1586338909,41,14688323.2314814,0,63,108,2,4122,0.0,19.224639580602883
67958079,216,1097520,130925,7,36,62400000,18398348955,86,12732421.4221453,0,54,1445,4,5695,0.0,1.968661858974359
5560009,55,332878,1074,3,40,337000,223841752,133,986087.013215859,0,31,227,2,2423,0.0,99.09554896142433
44444726,27,2098947,7026,7,34,4720000,6995449288,111,9241016.23249669,0,63,757,3,776,0.0,44.6180720338983
4218944,277,269637,65345,7,64,3450000,1344078419,6,56003267.4583333,0,3,24,3,3099,0.0,9.709623188405796
40654389,213,530892,14251,7,61,2050000,564773906,84,6972517.35802469,0,42,81,3,4208,0.0,26.59234146341463
830593,172,47373,1320,7,45,12800000,3923342538,13,6858990.45104895,0,63,572,4,2897,0.0,0.3804140625
383904,1230,31798,5116,7,33,10600000,3496958711,6,1324605.57234848,0,17,2640,4,6226,0.0,0.3482452830188679
2313003,36,86047,236,10,98,51000,21178874,61,31516.181547619,8,63,672,1,2091,0.0,169.18235294117648
6149285,23,112213,245,7,72,4640000,3589493487,49,3647859.23475609,5,63,984,3,991,0.0,2.4236637931034486
190165,188,10414,699,7,75,22300,1998485,7,21489.0860215053,0,63,93,1,60,0.0,49.83408071748879
6781709,56,391907,903,7,99,111000,62107245,74,500864.879032258,4,19,124,2,3108,0.0,353.8828828828829
38275,335,3451,270,7,55,3230000,3295375514,5,474632.797637908,0,16,6943,3,6827,0.0,0.11520123839009289
106103,1356,555,41,10,40,291000,129526589,6,94407.1348396501,0,63,1372,2,521,-0.183333333333333,0.20481099656357388
25324220,20,660744,89494,10,9,2350000,797985525,389,2880814.16967509,0,63,277,3,1814,0.170454545454545,31.925021276595743
6768920,61,504674,4732,7,34,631000,310417259,19,683738.455947136,0,16,454,2,4094,0.0,80.72995245641839
8092958,59,116394,218,10,99,218000,36366178,610,1212205.93333333,0,63,30,2,1640,1.0,53.491743119266054
643310,38,0,45,13,55,115000,33942391,170,91488.9245283018,3,63,371,2,530,0.625,0.0391304347826087
13592755,130,75548,2229,7,65,1920000,4468420644,37,15198709.6734693,0,7,294,3,6612,-0.075,4.050885416666667
1247612,40,44364,314,10,97,64100,15683018,34,34392.5833333333,8,63,456,1,666,0.0,69.70046801872076
715189,27,14816,41,3,97,7830000,2629150247,24,1686433.76972418,2,63,1559,3,1049,0.136363636363636,0.18974457215836527
8596118,335,76792,2415,7,74,1190000,247638816,39,1439760.55813953,0,3,172,3,2798,0.0,6.656050420168068
1116739,263,19040,1588,7,40,268000,347151955,18,2777215.64,0,10,125,2,1900,0.0,7.697014925373134
1070388,12,0,51,10,95,77000,54101850,24,88546.3993453355,8,21,611,1,1311,0.166666666666666,0.06623376623376623
3145404,164,45302,1011,7,100,1960000,443213801,15,15829064.3214285,0,17,28,3,4911,0.0,2.362908163265306
533796,16,10951,82,10,90,6530,1264773,47,9368.68888888889,6,63,135,1,144,0.136363636363636,168.95865237366004
359522,929,6843,449,10,47,770000,106738270,18,567756.755319148,0,16,188,2,5706,0.5,0.947012987012987
4084061,1959,33587,1307,14,89,180000,27763709,211,167251.259036144,0,16,166,2,869,0.55,19.385555555555555
11257022,235,80013,3201,7,61,5310000,1924577308,129,18868404.9803921,1,16,102,3,3152,0.5,1.5671186440677967
33469,1841,1930,982,10,100,16900,918463,6,14350.984375,0,16,64,1,956,0.5,17.23076923076923
79723332,53,3288153,10431,14,29,1910000,1263537360,247,2361752.07476635,1,63,535,3,1040,0.375,172.7007329842932
672937,2098,6771,454,14,73,180000,27763709,240,167251.259036144,0,16,166,2,869,0.55,4.013888888888889
730468,3813,4784,190,14,88,180000,27763709,290,167251.259036144,0,16,166,2,869,0.366666666666666,2.763333333333333
286966,1644,1921,90,14,53,118000,18771380,158,74195.1778656126,0,17,253,2,1309,1.0,1.7042372881355932
6430851,3393,32251,675,14,48,1630000,263658724,502,2109269.792,0,16,125,3,4927,1.0,2.02
46066235,16,424166,1175,10,85,238000,180671109,182,2867795.38095238,7,31,63,2,2969,0.0,178.71470588235294
1557222,1373,88393,1845,10,38,371000,15327297,792,247214.467741935,0,63,62,2,1876,0.0,24.32291105121294
312545,1297,6429,362,14,42,2190000,229002513,210,273926.450956937,0,16,836,3,3668,0.0,0.3100913242009133
69538366,16,1449070,4797,10,35,1660000,640023511,199,1887974.95870206,4,63,339,3,446,0.0,87.58234939759036
10686544,2290,169716,3260,14,57,212000,28099905,1421,540382.788461538,0,16,52,2,4107,0.0,81.59245283018868
1414235,1524,28208,3330,14,55,5010000,1058156163,28,931475.495598591,0,16,1136,3,4560,0.0,0.6295009980039921
1153226,4744,6538,236,14,77,180000,27763709,313,167251.259036144,0,16,166,2,869,0.366666666666666,3.763333333333333
430773,3425,1991,168,14,46,6490,1475246,345,12397.025210084,0,63,119,1,737,1.0,33.26656394453005
292642,1071,3399,158,14,88,229000,39095611,288,131635.053872053,0,16,297,2,2116,1.0,1.5532751091703056
561485,2492,5008,411,14,46,11400,2373570,100,118678.5,0,17,20,1,4634,0.0,47.53508771929825
2080579,1549,20090,643,14,40,404000,101396684,669,86221.6700680272,0,17,1176,2,3296,1.0,5.1319306930693065
253293,150,2055,375,8,56,18100000,16070538592,13,166325.525424079,0,63,96621,4,6740,0.0454545454545454,0.013425414364640884
372104,1289,8344,490,14,41,77300,7033594,288,42887.7682926829,0,17,164,1,2406,0.0,11.428201811125485
5263934,16,143489,715,10,83,186000,84040218,50,627165.805970149,4,63,134,2,198,0.0,77.52903225806452
40243022,16,1626561,16716,14,72,583000,311406224,715,642074.688659793,4,16,485,2,851,0.0,281.86569468267584
3839363,1603,40936,1271,14,52,1630000,263658724,1083,2109269.792,0,16,125,3,4927,0.675,2.5893865030674847
3724053,16,147171,1426,10,73,2150000,1041435102,635,5286472.59898477,4,63,197,3,3216,0.2,6.911488372093023
53192492,15,1418406,3509,10,70,236000,114705152,470,546215.009523809,4,16,210,2,928,0.2,602.5063559322034
35820424,10,1310583,14489,10,73,249000,176202232,144,506328.252873563,5,63,348,2,370,0.0,532.1574297188755
127342,333,3943,363,8,74,6600000,2913678347,5,80315.297067093,0,63,36278,3,1928,0.0,0.06524242424242424
249906,1237,6329,308,14,52,2190000,229002513,197,273926.450956937,0,16,836,3,3668,0.0,0.30305936073059364
75975710,16,1721889,4935,10,35,1660000,640023511,149,1887974.95870206,4,63,339,3,446,0.0,104.0255421686747
1060881,46,64913,1216,10,94,3650000,2419681873,225,1729579.60900643,8,1,1399,3,642,0.0,1.8117534246575342
78548577,30,3942226,10709,10,76,660000,258542891,258,7834633.06060606,3,63,33,2,493,0.0,598.9295454545455
1611504,3478,10564,465,14,69,113000,17386063,76,94489.4728260869,0,16,184,2,210,0.55,9.760176991150441
31179,2659,1285,392,14,93,51800,5053589,9,12602.4663341645,3,52,401,1,4499,0.0,3.2374517374517375
114319,277,3875,485,14,65,1100000,266705921,11,99073.5219167904,0,16,2692,3,5748,0.0,0.39636363636363636
594914,3725,7097,368,14,48,204000,42499122,400,1931778.27272727,0,16,22,2,5101,0.0,3.659313725490196
1205132,10628,4226,142,14,62,65300,12520533,148,111790.473214285,0,16,112,1,611,0.675,6.689127105666157
1268653,31,61237,59,14,55,585000,447211420,214,943484.008438818,0,63,474,2,1586,1.0,10.477948717948719
38147,528,3863,127,14,41,57800,6830890,29,47109.5862068965,0,16,145,1,1728,0.3,6.903114186851211
284088,5735,2760,249,14,75,113000,17386063,39,94489.4728260869,0,16,184,2,210,0.55,2.66283185840708
3380232,285,8416,0,2,45,3240000,2031254989,2006,14105937.4236111,0,16,144,3,4518,0.0,0.2597530864197531
2488681,212,35701,986,7,15,7830,447143034,1538,1700163.62737642,0,63,263,1,3848,0.0,468.54406130268205
5979690,16,137057,617,14,80,481000,197452500,92,1762968.75,5,63,112,2,204,0.2,28.62245322245322
27277543,16,739358,1986,14,79,583000,311406224,395,642074.688659793,4,16,485,2,851,0.0416666666666666,127.16020583190395
912427,956,8457,296,14,99,229000,39095611,624,131635.053872053,0,16,297,2,2116,0.85,3.822270742358078
573813,1879,8082,269,14,61,300000,82654639,344,148659.42266187,0,17,556,2,2591,0.0,2.7836666666666665
424920,4246,3169,293,14,71,113000,17386063,96,94489.4728260869,0,16,184,2,210,0.55,3.063716814159292
448597,11,6974,10,14,89,133000,59310065,45,56111.6982024597,4,31,1057,2,657,0.136363636363636,5.251127819548873
255527,2268,1980,169,14,69,180000,27763709,37,167251.259036144,0,16,166,2,869,1.0,1.193888888888889
223817,50,10330,157,6,17,582000,287750002,190,1572404.38251366,0,63,183,2,4955,0.0,1.8018900343642612
486629,15,7468,18,14,79,8520,3397930,1150,8267.46958637469,0,31,411,1,4085,0.5,87.86384976525822
516520,3854,2718,203,14,73,113000,17386063,81,94489.4728260869,0,16,184,2,210,0.55,2.5849557522123896
1244978,1847,14531,501,14,73,180000,27763709,222,167251.259036144,0,16,166,2,869,0.55,8.351111111111111
1345986,1585,5710,212,3,84,13000,1479523,324,22761.8923076923,1,63,65,1,1468,0.625,45.55384615384616
1042780,1357,36950,2757,14,84,980000,110817913,16,797251.17266187,0,31,139,2,2771,0.0,4.051734693877551
160830,2800,2624,152,14,69,180000,27763709,57,167251.259036144,0,16,166,2,869,1.0,1.5422222222222222
2716703,16,153905,1367,10,68,2150000,1041435102,603,5286472.59898477,4,63,197,3,3216,0.675,7.221953488372093
175250,16,9933,270,10,96,3260,3167281,5,31992.7373737373,6,63,99,1,359,0.0,312.97546012269936
7622596,847,52025,3102,14,39,1200000,347092177,3329,495138.626248216,0,16,701,3,6794,0.0,4.593916666666667
1347961,821,84465,1347,3,30,66300,1845416,135,102523.111111111,0,63,18,1,3543,0.0,129.42986425339367
1840158,30,59882,6302,10,62,110000,29981056,374,48670.5454545454,3,63,616,2,3954,-0.25,60.167272727272724
63199,20,1077,13,14,79,3650,899358,477,1787.98807157057,0,16,503,1,3746,0.0,29.863013698630137
1712358,1117,31109,1378,14,55,2930000,653415240,36,1658414.31472081,0,16,394,3,2060,0.0,1.1087713310580205
754977,908,14216,337,14,34,67300,10813763,385,13012.9518652226,0,16,831,1,6445,0.5,21.62407132243685
763146,1644,32100,1025,6,98,1380000,265931682,535,892388.194630872,0,63,298,3,1704,0.0166666666666666,2.4003623188405796
68800,2274,674,73,14,65,180000,27763709,42,167251.259036144,0,16,166,2,869,1.0,0.415
245482,4595,10802,667,14,49,331000,33716361,52,227813.25,0,19,148,2,4962,0.0,3.4649546827794566
282617,12,14508,161,10,89,39600,11486695,91,15975.9318497913,4,63,719,1,990,0.136363636363636,37.042929292929294
158011,35,3948,0,14,99,172000,92021964,76,164032.021390374,5,21,561,2,1880,0.0,2.2953488372093025
306294,52,14057,91,10,37,28000,12751919,661,16285.975734355,0,63,783,1,802,0.25,50.52857142857143
533347,2685,8268,241,14,59,118000,18771380,596,74195.1778656126,0,17,253,2,1309,1.0,7.211016949152542
3690253,19,112523,731,10,54,2270000,1483551458,597,112603.526223908,4,63,13175,3,3327,0.0,4.989162995594714
207175,1259,4361,286,14,64,147000,20279355,159,103996.692307692,0,63,195,2,4001,0.4875,3.1612244897959183
2075491,13,87994,710,10,69,16400,5325617,744,8308.29485179407,5,63,641,1,1436,0.85,540.8780487804878
229227,1485,3907,169,14,99,126000,14300919,304,127686.776785714,0,16,112,2,2860,0.3125,3.234920634920635
1163414,3697,17146,791,14,76,1360000,269067556,71,2924647.34782608,0,16,92,3,1203,0.5,1.3188970588235294
449833,3383,5685,248,14,80,29700,4595042,182,120922.157894736,0,17,38,1,301,0.6,19.976430976430976
249220,40,7236,44,14,99,172000,92021964,595,164032.021390374,7,21,561,2,1880,0.0,4.232558139534884
2019595,1627,36860,3410,14,49,11100000,2801439146,114,3827102.65846994,1,16,732,4,5232,-1.0,0.3627927927927928
312383,12,19745,326,10,92,39600,11486695,95,15975.9318497913,8,63,719,1,990,0.136363636363636,50.68434343434344
624351,4129,4806,325,14,81,113000,17386063,123,94489.4728260869,0,17,184,2,210,0.343181818181818,4.54070796460177
5238057,60,260614,1244,14,100,769000,264778456,438,410509.234108527,7,16,645,2,4589,0.0,34.05175552665799
2604172,28,75586,3414,10,66,60000,45984635,331,147860.562700964,1,63,311,1,1964,0.0,131.66666666666666
6867285,16,333937,1732,10,74,2150000,1041435102,640,5286472.59898477,5,63,197,3,3216,0.675,15.612511627906978
1156816,1968,10266,354,14,71,180000,27763709,117,167251.259036144,0,16,166,2,869,0.55,5.8999999999999995
5002766,756,127876,2181,14,40,2190000,229002513,1839,273926.450956937,0,16,836,3,3668,0.0,5.9386757990867585
370412,3874,3489,172,14,75,180000,27763709,281,167251.259036144,0,16,166,2,869,0.366666666666666,2.033888888888889
2899521,3320,30574,1518,14,72,111000,22699139,219,463247.734693877,1,16,49,2,393,0.658333333333333,28.911711711711714
235743,7358,5442,33,14,56,65300,12520533,56,111790.473214285,0,16,112,1,611,0.675,8.384379785604901
376157,4457,4204,338,14,73,113000,17386063,92,94489.4728260869,0,16,184,2,210,0.55,4.0194690265486726
1872906,4043,14820,723,14,89,180000,27763709,171,167251.259036144,0,16,166,2,869,0.55,8.635
12378141,58,754649,1833,6,35,9970000,1972013775,304,2769682.26825842,0,16,712,3,3978,0.0,7.587582748244734
3537605,1316,94254,3512,6,40,9970000,1972013775,112,2769682.26825842,0,16,712,3,3978,0.5,0.9806018054162486
492317,2365,26817,1391,3,49,3500000,976918066,12,913861.614593077,1,17,1069,3,4014,0.0,0.8059428571428572
2495526,60,213608,2560,2,52,3430000,1168866555,117,1230385.84736842,0,19,950,3,2179,0.0,6.3022740524781335
12857321,46,810842,3011,2,28,9950000,6795137815,155,5304557.23263075,0,17,1281,3,1551,0.3,8.179427135678392
7620237,34,486249,1667,10,67,1730000,625795710,304,1148249.00917431,0,13,545,3,1275,0.166666666666666,28.203236994219655
8222493,826,169096,4715,10,31,22600000,11951938468,162,14884107.6811955,0,16,803,4,3280,0.1,0.7690752212389381
12665342,60,869298,10589,1,40,10000000,1617257976,114,6941021.35622317,0,16,233,4,4457,0.0,8.79887
21930668,37,1068570,3026,10,16,22600000,11951938468,354,14884107.6811955,0,16,803,4,3280,0.118181818181818,4.741575221238938
77687,579,4654,136,10,33,4580000,1098186862,12,468309.962473347,0,16,2345,3,6579,0.0,0.10458515283842795
81522173,60,3468059,14194,3,36,31100000,19070330755,266,13289429.0975609,0,16,1435,4,1454,0.0,11.19695498392283
5283537,57,438791,6059,2,35,9950000,6795137815,128,5304557.23263075,0,17,1281,3,1551,0.0,4.470854271356784
4257095,1799,99480,4003,6,32,9970000,1972013775,119,2769682.26825842,0,16,712,3,3978,0.0,1.0379438314944835
7914433,60,726385,2996,10,100,1130000,149375776,90,478768.512820512,1,19,312,3,4784,0.58,64.54699115044248
6051636,60,427395,2207,3,49,4340000,3477131315,155,1355078.45479345,0,31,2566,3,1630,0.341666666666666,9.898663594470046
10372932,2033,242831,43606,6,40,9970000,1972013775,460,2769682.26825842,0,16,712,3,3978,0.0,2.872988966900702
1405818,3282,19530,866,14,62,11000000,2846543617,141,1931169.34667571,0,16,1474,4,5830,-0.125,0.18541818181818182
4072356,2935,150475,4473,3,30,3500000,976918066,131,913861.614593077,0,17,1069,3,4014,0.0,4.427085714285714
45741162,60,2035268,14415,3,59,1360000,389061482,75,523635.911170928,1,17,743,3,6832,0.0,150.71198529411765
29190909,20,1912003,6572,10,27,31200000,11440539042,447,7222562.52651515,1,16,1584,4,3851,0.0,6.149278846153846
3115425,1075,91137,4893,3,36,5040000,898422317,333,1754731.08789062,0,16,512,3,3461,0.25,1.905357142857143
16889337,60,968976,6868,3,47,1360000,389061482,54,523635.911170928,1,17,743,3,6832,0.0,71.75323529411764
45330906,34,1734708,13352,3,31,36100000,9953858845,803,13360884.3557046,0,63,745,4,5650,0.0499999999999999,4.842271468144045
2334519,2559,129283,5106,3,31,3500000,976918066,103,913861.614593077,0,17,1069,3,4014,0.0,3.8396857142857144
1752616,1386,30307,3594,14,60,11100000,2801439146,26,3827102.65846994,1,16,732,4,5232,-0.849999999999999,0.3054144144144144
49358263,16,2141707,11369,13,29,7010000,3758663101,1038,3649187.47669902,0,16,1030,3,2921,0.5,30.71435092724679
2536063,1827,60416,5830,10,44,7050000,5139330017,140,8106198.76498422,1,17,634,3,1638,0.5,0.939659574468085
77197064,39,3368826,7916,10,27,31200000,11440539042,156,7222562.52651515,1,16,1584,4,3851,0.0,10.822891025641026
57481788,44,2806819,5614,10,103,686000,535682724,662,626529.501754386,2,16,855,2,2196,0.35,409.97565597667636
4975999,1312,142851,6665,2,42,3040000,425172441,222,1107219.8984375,0,17,384,3,1854,0.1,4.918289473684211
3745239,4347,11065,236,14,34,1670000,1146632041,134,992755.013852813,0,38,1155,3,3793,0.366666666666666,0.6767065868263473
1191927,1581,38752,2250,3,41,5040000,898422317,42,1754731.08789062,1,16,512,3,3461,0.0,0.813531746031746
1689083,3316,22465,1533,14,70,11000000,2846543617,78,1931169.34667571,0,16,1474,4,5830,0.0,0.21816363636363634
40683968,59,1965192,7867,10,93,3790000,2805000870,618,4030173.6637931,5,63,696,3,1076,0.21875,52.05960422163588
72522600,57,3373790,6809,10,26,15300000,8367073188,268,22613711.3189189,1,63,370,4,1581,-0.6,22.095418300653595
15733887,60,1095114,4420,10,100,3790000,2805000870,454,4030173.6637931,7,63,696,3,1076,0.0,29.01145118733509
12561404,31,659357,1836,10,25,22600000,11951938468,266,14884107.6811955,0,16,803,4,3280,0.5,2.925632743362832
164452,483,8429,251,10,39,4580000,1098186862,16,468309.962473347,0,16,2345,3,6579,-0.6,0.18951965065502183
2737448,3125,28942,850,14,90,11000000,2846543617,152,1931169.34667571,0,16,1474,4,5830,0.0,0.27083636363636365
811762,969,28577,919,3,73,6790000,1961836745,34,1181117.84768211,0,17,1661,3,6109,1.0,0.43440353460972014
1536370,1365,30141,993,14,56,2930000,653415240,22,1658414.31472081,0,16,394,3,2060,-0.46875,1.0625938566552902
3607380,1338,77120,2414,6,50,9970000,1972013775,161,2769682.26825842,0,16,712,3,3978,0.2,0.7977331995987965
244073,1041,3669,237,10,72,1130000,101608587,11,354036.888501742,0,63,287,3,2647,0.125,0.3456637168141593
15579875,28,580360,4992,3,27,8460000,3618534683,218,4328390.76913875,2,60,836,3,2184,1.0,6.919054373522458
1253372,593,27377,543,10,40,4290000,2077784862,607,6790146.60784313,0,63,306,3,1278,0.136363636363636,0.6508158508158508
47874372,52,0,8266,10,59,1850000,1526713713,323,4770980.353125,4,63,320,3,4405,0.7,0.44681081081081075
3130313,61,118923,15581,6,24,594000,385407605,394,717705.037243947,0,19,537,2,1533,0.0,22.643771043771043
1281376,60,74100,187,14,59,4050000,2082063811,95,373263.501434205,1,21,5578,3,5715,0.5,1.834246913580247
3242834,1222,45991,3300,14,44,2930000,653415240,43,1658414.31472081,0,16,394,3,2060,0.0375,1.682286689419795
11544641,56,869916,1902,3,49,1890000,1066360285,95,1311636.26691266,0,21,813,3,1403,0.5,46.127936507936504
121784,439,2014,54,3,97,2870000,942060039,11,135704.413569576,0,16,6942,3,6639,0.0,0.07205574912891986
6737928,60,494147,2503,10,96,3790000,2805000870,122,4030173.6637931,5,54,696,3,1076,0.21875,13.104221635883906
43920845,59,1284187,9060,2,36,7350000,1012924272,460,2715614.67024128,0,16,373,3,4165,0.0,17.595197278911563
11111076,1440,202708,9128,10,30,22600000,11951938468,113,14884107.6811955,0,16,803,4,3280,0.0,0.9373274336283186
1098785,4782,10714,839,14,80,11100000,2801439146,19,3827102.65846994,1,16,732,4,5232,-1.0,0.10408108108108108
1258066,1337,27776,2087,14,41,11100000,2801439146,30,3827102.65846994,1,16,732,4,5232,-1.0,0.26903603603603604
3859916,1238,141089,6613,10,92,4760000,1542687241,28,2288853.47329376,1,19,674,3,3660,0.0,3.102983193277311
2838844,1598,37568,2388,14,48,11100000,2801439146,44,3827102.65846994,0,16,732,4,5232,-0.9375,0.35996396396396396
11852403,36,587605,11603,10,12,1090000,727749579,908,2317673.81847133,0,63,314,3,2432,0.0,54.973211009174314
1933511,3107,25722,1522,14,88,11000000,2846543617,36,1931169.34667571,0,16,1474,4,5830,0.0,0.24767272727272727
1428027,1272,37145,1176,3,28,19000000,9897617336,181,2533952.2109575,0,16,3906,4,5968,0.0,0.2016894736842105
10889966,41,611901,1637,6,77,4650000,6134230939,640,3927164.49359795,1,21,1562,3,1579,-0.5,13.19436559139785
60322738,60,3851559,14084,6,50,3540000,1953018400,362,2884812.99852289,1,16,677,3,2290,-0.175,109.19895480225989
13990040,27,0,7758,1,30,3690000,2968247163,114,4559519.4516129,0,63,651,3,1625,0.25,0.21024390243902438
6790491,1309,74945,4179,3,74,7160000,2137552938,648,4174908.08203125,0,16,512,3,2095,0.0,1.1050837988826816
3363817,1065,79088,7185,6,40,9970000,1972013775,98,2769682.26825842,0,16,712,3,3978,0.2,0.8653259779338014
259535,1516,5834,476,14,73,5080000,2118037343,9,1014871.75035936,0,16,2087,3,2651,0.178787878787878,0.12421259842519686
5014594,1272,41657,1315,14,100,300000,64890723,938,477137.669117647,1,16,136,2,1933,0.0,14.324
11950402,978,250590,9958,10,39,22600000,11951938468,127,14884107.6811955,0,16,803,4,3280,0.5,1.152867256637168
23838219,46,1015295,1378,6,34,4650000,6134230939,186,3927164.49359795,0,21,1562,3,1579,0.5,21.863935483870968
725544,2985,12702,707,14,79,11000000,2846543617,15,1931169.34667571,0,16,1474,4,5830,0.0,0.12190000000000001
8379242,1037,77235,6081,3,30,29300000,11214072971,393,2674474.83210112,0,16,4193,4,4582,0.25,0.28435494880546075
