Views,Likes,Engagement_Rate,Comments,Average_Video_Views,Hashtag_Count,Channel_Country,Video_Age,Weekly_Videos,Total_Videos_Posted,Title_Length,Month,Channel_Subscribers,Publish_Hour_Time,Title_Sentiment,Duration
645522,13226,2.09380935119174,290,6869.73544973545,1,86,625,1.236448598130841,378,91,5,34100,5,0.125,856
28978094,1121068,3.8746095585168496,1720,6164853.99672131,0,87,296,1.0321489001692048,610,25,3,6010000,15,0.25,28
24858099,498531,2.00800551964975,621,492965.039215686,5,87,366,0.21390053924505692,51,88,1,84400,8,0.0,59
17199,748,4.81423338566195,80,20984.0882352941,0,86,6,0.17805486284289276,102,47,1,51300,4,0.0,1021
1492645,43912,3.07936582375581,2052,1607958.97788203,0,60,9,2.3162563761366157,1492,15,1,6380000,3,0.0,1390
37153616,1020261,2.78453112073936,14293,433357.367697594,0,86,1551,1.2323049001814883,291,46,10,1620000,3,1.0,631
3198078,248448,7.820634768757979,1662,791074.8,1,87,192,7.821969696969697,295,27,7,414000,0,-0.8,60
1494017,68707,4.66601116319292,1004,17424.4893617021,1,86,667,0.316194137433926,188,54,3,47300,19,0.2,736
9597672,194967,2.0356082183262703,404,202301.506849315,3,86,115,3.9612403100775193,73,55,9,37100,8,-0.1875,24
495799,24721,5.44636031940362,2282,335736.282608695,3,86,83,1.4073426573426573,460,77,10,567000,12,-0.275,1863
47971,1934,4.45060557420107,201,125857.620669056,0,87,2997,1.9536512170723574,1674,49,11,2100000,22,0.0,410
98572,4829,5.11605729821856,214,4752.29441624365,0,85,292,0.4365305476416587,197,59,4,19200,7,0.0,799
1410013,103337,7.3453932694237505,234,253975.547717842,4,32,667,2.743089430894309,482,96,3,361000,18,0.0,47
23906417,1006823,4.21556270853972,967,7187000.32093663,0,86,456,3.9334365325077405,726,29,10,5820000,9,0.0,44
20489076,87928,0.429145755523577,0,586185.394736842,0,87,3004,0.08014462187405845,38,50,10,62600,4,0.433333333333333,488
836275,56087,6.771576335535549,542,391770.453580901,2,87,27,6.32853717026379,754,49,12,785000,3,0.0,15
752757,14314,1.93209760918862,230,146632.756891634,1,32,1763,7.58784131890778,4208,50,3,3730000,2,0.0,413
239580,0,0.48376325235829304,1159,580866.728888888,0,87,7,4.338842975206612,225,59,1,735000,13,0.175,763
248398,7277,3.12200581325131,478,162060.924882629,1,86,91,0.5340257879656161,213,98,10,340000,6,0.0111111111111111,1598
407792,7577,1.88380350767057,105,2093470.24015748,1,86,676,0.8296780214652357,762,34,3,2100000,10,0.0,11
249952,9262,3.88754640891051,455,114379.491749174,3,87,85,1.0271186440677966,303,43,10,85800,5,0.1,25
37495,2648,8.79583944525936,650,25786.0106060606,0,86,8,2.1192660550458715,1320,45,1,164000,9,0.0,2023
32424865,1152559,3.65727968335411,33309,285070.509270704,0,32,94,1.3735144312393888,809,75,10,749000,3,0.0,59
14905,190,1.3149949681314899,6,1631.96078431372,0,55,764,0.3669064748201439,51,32,12,3290,14,0.0,19
980036,3668,0.390495859335779,159,3756280.70495767,0,86,171,17.44258453297623,7443,53,8,81100000,4,0.0,3781
2627280,20061,0.8148731768216559,1348,595135.451434562,0,86,343,10.748975409836067,10491,90,2,24100000,7,0.175,2665
24421756,656857,2.69404460514632,1076,3466173.46511627,1,85,730,0.29026036644165865,43,98,1,596000,8,0.214285714285714,45
103025,3806,3.7330744964814295,40,96404.4447086801,1,32,995,3.3852788959171938,841,76,4,249000,21,0.0,21
10079621,366873,3.7223224960541597,8323,1488926.06686626,0,86,1375,1.0474910394265233,1002,82,4,7180000,5,0.0,742
3940017,53860,1.40306501215603,1421,1290007.45306633,1,86,3800,1.6404164833553307,1598,52,8,16100000,9,0.0,609
2315585,45351,2.12231466346517,3793,527310.788571428,0,85,1023,0.8001306335728282,350,78,4,1030000,4,-0.0499999999999999,1860
394820,1808,0.45793019603870105,0,237507.139103554,0,86,1075,1.3215640501896702,647,50,2,621000,7,0.0,529
1906198,120051,6.319070736618119,403,190929.333333333,3,11,185,0.4701492537313433,36,97,7,52500,8,0.0,42
461939,39206,8.92823511329417,2037,567379.685185185,0,86,886,0.15639222176251552,54,64,8,612000,9,0.0,1485
231479,14151,6.56603838793151,1048,279159.536585365,0,87,41,0.47281713344316306,41,29,12,254000,13,0.7,2909
93845,7097,7.6040279183760395,39,24815.1050642479,0,32,159,4.881918819188192,1323,29,8,161000,20,0.0,18
3858087,99417,2.5903252052118,520,627165.805970149,5,32,48,4.737373737373738,134,80,12,186000,11,0.2,16
846750,51304,6.4617655742545,3411,641283.277777777,0,32,11,9.692307692307692,36,97,1,667000,7,0.2,564
2969625,183188,6.19916656143452,904,985274.014796547,1,32,582,4.178873757821126,1622,34,6,5130000,5,0.0,60
4486774,149517,3.36707398233118,1556,882711.280254777,0,11,471,0.558151345860843,157,78,10,453000,12,-0.8,50
28339800,1163540,4.112943634041169,2060,4559478.14187643,3,87,339,1.9915364583333333,437,83,2,6620000,5,0.25,60
9140227,321467,3.8049602050364797,26315,11662167.8576779,0,27,1377,0.44373219373219375,267,49,4,23500000,5,0.0,543
640337,7777,1.2513723242605,236,142727.908722109,0,87,154,2.031194820482637,493,8,8,518000,1,0.0,894
484357,3015,0.630939575561001,41,2743352.45692883,1,86,154,1.382396449704142,267,78,8,925000,23,-0.125,2178
3086321,84665,2.74712189691221,120,29955.8655234657,5,32,514,4.39931934203063,1108,95,8,42600,3,0.0,25
56950,4807,9.01316944688323,326,548429.623529411,0,86,6,0.32602739726027397,170,90,1,1180000,6,0.0,682
316988,14414,4.85917447979103,989,172748.525087514,0,86,89,2.299348409352242,857,26,10,813000,13,0.170454545454545,880
4007054,47057,1.2278097574926599,2142,2674474.83210112,0,86,162,6.405718027062418,4193,40,8,29300000,5,-0.0625,1285
657188,12976,2.03336031698692,387,132138.8,0,87,4036,0.007212033793529776,5,29,1,2080,3,0.4,344
4453337,82048,1.8423936926399198,0,2286408.96750902,3,86,134,3.0062015503875967,277,49,9,923000,15,0.3,11
5681501,413877,7.41073529688721,7164,11436832.7332624,0,86,167,3.764,2823,58,8,14400000,0,0.0,33
438130,13738,3.2526875584872004,513,526334.321428571,0,86,178,0.1517732693201177,140,51,7,547000,4,0.0,737
432371,2749,0.9831834234951,1502,49074.2863393041,0,86,9,87.82434614142718,77712,80,1,2800000,13,0.4,256
12069669,446493,3.70840327104247,1099,6352685.77087033,0,55,126,2.742519137091162,563,31,9,3630000,7,-0.6,25
33635309,1935556,5.78338971109199,9705,9031047.79323031,0,86,649,6.863636363636364,1359,28,4,9550000,6,0.0,60
19118100,475540,2.5090254784732697,4138,1398858.4572072,3,86,137,9.993569131832796,444,54,9,975000,11,0.0,10
4070284,46652,1.17119591655029,1019,2164631.0,0,87,5142,0.0027226760015558148,2,25,12,1930,13,0.0,174
690035,19220,2.93695247342526,1046,19665.6410566037,3,85,194,34.44370172311349,33125,79,7,924000,5,0.136363636363636,18
2313003,86047,3.7303453562317,236,31516.181547619,8,32,61,2.249641319942611,672,98,11,51000,21,0.0,36
444421,50624,11.648189441992999,1143,352266.908233276,0,37,600,3.3382413087934557,1166,57,5,2290000,7,0.0,544
3005861,195050,6.52887808185408,1199,83873.85,2,32,1206,0.2625,60,57,10,30900,6,0.5,43
8243963,370711,4.5202167937920095,1934,2494240.64738805,1,86,69,2.1126126126126126,536,31,11,1920000,0,0.0,15
1333372,31578,2.41140506925299,575,379230.576254826,0,51,1802,1.8211953792064288,1036,66,2,2750000,9,0.0,712
822771,33480,4.14574650783753,630,1411793.96341463,3,87,48,0.9845626072041167,82,46,12,255000,10,0.0,57
1894441,146604,7.84917556155087,2094,47956.8449023861,0,8,176,3.1544477028347995,922,79,7,150000,3,0.0,49
103084,680,0.724651740328276,67,110411.162493244,0,87,674,74.736055629531,72163,54,3,10900000,18,-0.0333333333333333,1647
1670907,16442,0.98401646530896,0,269229.019097222,0,86,1642,1.9764705882352942,1152,77,7,1360000,22,0.0,221
7756297,81819,1.0918225539842,2866,7414943.13636363,0,49,64,0.25211459754433835,132,78,11,2940000,9,0.0,198
4324222,130582,3.07817221224997,2525,2999764.2736602,0,86,1224,1.2629088664883767,877,17,9,5460000,6,0.0,426
287752,14405,5.07520364758542,199,120384.273809523,0,27,93,0.30624999999999997,168,32,10,109000,3,0.0,623
14174,218,1.5874135741498498,7,3288.62105263157,0,11,1160,0.9717486604968338,570,35,11,12000,8,0.0,109
1566539,36489,2.59846706657159,4217,1241359.84659771,0,87,1370,22.42588071154517,9185,46,4,44700000,2,1.0,634
303325,7851,2.66216104838045,224,305991.826401446,0,87,153,0.9287428023032629,553,78,8,1660000,16,0.275,2007
69388,1994,2.93422493802963,42,73447.929347826,0,86,118,3.548209366391185,184,71,9,517000,6,0.0,632
20154784,430333,2.15295286717039,3590,904794.866863905,1,86,1292,1.7769432970334207,1352,35,7,1360000,15,0.0,16
2599782,72945,2.88074153909827,1948,92456.7515131863,0,86,1579,9.687958115183246,9252,82,9,7580000,23,0.0,873
1522765,63131,4.16571171520228,303,521361.185991481,0,29,199,2.7693315858453476,2113,68,7,3530000,10,0.0,17
4297074,102936,2.40652127470925,474,55093.373015873,2,87,586,0.5240641711229946,126,83,6,31300,4,0.0,47
722131,36790,5.36495455810649,1952,320492.91554054,1,85,261,0.573961218836565,296,69,5,392000,7,0.0,1348
2919416,114480,4.28565165087812,10636,517349.169902912,0,86,1276,0.26085383502170767,206,51,7,1050000,7,-0.0625,716
173947,7069,4.0966501290623,57,521361.185991481,0,29,93,2.7693315858453476,2113,63,10,3530000,20,0.0,20
2961362,65002,2.47186936281346,8199,8483033.68016194,0,87,212,0.657289488690363,494,42,6,10300000,12,0.136363636363636,1155
71203,4232,6.18513264890524,172,256409.093160377,0,86,7,1.9398692810457518,848,49,1,1740000,5,0.0,786
492788,36192,7.36523616646509,103,437680.070175438,5,87,50,1.4074074074074074,114,95,11,167000,7,0.0,16
9542699,596726,6.2597279868096,621,4163116.18282548,0,86,362,1.1849941383352873,722,31,1,7940000,7,0.0,61
144215,943,1.22802759768401,828,54300.529197527,1,11,10,62.851882385270684,32674,67,1,1780000,11,0.0,102
277057,3050,1.14850012813247,132,35948.366837938,0,87,2609,280.6619792582176,228098,52,11,42300000,13,0.0,201
62256,3273,5.36333847340015,66,159646.897058823,0,86,53,0.3192488262910798,204,98,11,461000,12,0.45,1099
11752,747,6.47549353301565,14,3775.37004069176,2,32,352,4.593457943925234,3932,62,2,203000,19,-0.234375,60
44436068,1012806,2.28189631899924,1179,898202.58898305,3,32,221,5.9855072463768115,236,96,6,551000,2,0.0,56
2124284,59270,2.87720474286865,1850,300942.573770491,1,86,1424,0.3674698795180723,122,50,2,425000,22,0.0,359
2076092,40994,2.0572306044240802,1716,330949.573770491,0,86,1261,0.25058685446009393,183,50,8,786000,6,0.0,5324
5644236,227898,5.0470603993171,56970,2703830.75247524,0,86,736,0.9586440677966102,202,33,1,1610000,7,0.0,32
141737,10151,7.47581788806028,445,117987.981081081,0,87,13,0.6780104712041886,370,20,1,604000,2,1.0,1461
27857,1385,5.2374627562192595,74,16570.9204545454,0,55,94,1.9371069182389937,176,50,10,79500,22,0.0,488
8496699,305569,3.60610632435019,831,7360623.54304635,0,86,345,0.1925318761384335,151,24,2,1390000,4,0.2,39
154469,4617,3.01031274883633,33,4063.63793103448,0,11,596,0.6975945017182131,116,32,6,2650,9,0.0,12
10372932,242831,2.76138896890483,43606,2769682.26825842,0,87,460,1.2528908999497235,712,40,10,9970000,5,0.0,2033
24913759,48851,0.19608040681456299,0,4066387.99378998,1,86,378,6.082079790712884,5314,92,1,22200000,8,0.0,4503
1989285,89806,4.525545610608829,220,776950.606060606,1,32,516,0.38628762541806017,33,69,8,56100,21,0.553333333333333,37
6781020,198118,3.01170030467392,6106,3688893.05325779,0,85,106,2.459685446944057,1765,38,10,20400000,1,0.0,1635
1131092,45879,4.1850707104285,1458,1096279.78104575,0,87,338,3.947174447174447,918,61,2,6340000,8,0.2,514
285246,18655,6.850928672093561,887,945701.453703703,0,11,53,0.884727911059099,216,47,11,1850000,7,0.0,738
7633225,6638,0.0869619328658594,0,3617604.05774647,0,86,731,3.0360415394013436,1420,92,1,5280000,3,0.0,243
30251331,758767,2.5134431275106497,1583,1887974.95870206,4,87,234,5.320627802690582,339,48,5,1660000,4,0.0,16
886826,48968,5.556783405087351,311,484183.727272727,1,87,230,1.1919504643962848,55,68,6,106000,8,0.0,34
10987632,273079,2.5455166317910902,6613,11210739.578125,0,87,2648,0.14258434118395924,64,30,10,4720000,23,0.5,272
139482,1529,1.17004344646621,103,449358.940394836,0,86,82,10.975,10536,76,10,14200000,12,0.357142857142857,387
125877,16229,13.1739714165415,354,195928.922558922,4,87,126,1.7196029776674937,297,55,9,268000,7,0.0,60
72086,2183,4.50018034014926,1061,35948.366837938,0,87,277,280.6619792582176,228098,80,4,42300000,6,0.0,842
24716314,542692,2.19720060199914,375,4082283.84110007,1,86,587,3.2854069558981713,1309,65,6,13000000,10,0.35,25
7056992,289130,4.11394826577669,1191,145924.925581395,0,76,277,1.7479674796747968,430,95,4,211000,15,0.35,60
322543,7217,3.5099196076181998,4104,136560.018792114,0,86,172,37.0106218189865,23893,69,7,4070000,9,0.0,20
7712062,307900,4.0351983684778405,3297,581382.722543352,0,87,289,1.1360225140712945,173,35,4,471000,14,0.0,18
7158974,6404,0.091479589114306,145,4155167.57142857,0,32,758,0.39828403702867465,252,60,12,6780000,22,0.0,474
6907166,464624,6.746833650733159,1391,1656193.15089514,0,86,649,1.4850786760716224,391,38,4,1150000,4,0.0,54
306764,9351,3.08901957204887,125,86123.6291866028,3,86,687,1.7001743172574084,836,62,3,331000,12,0.0,10
2479808,98155,4.04374048313417,2122,439029.173913043,0,27,626,0.2281530467642891,69,75,5,95600,10,0.0,60
106103,555,0.561718330301688,41,94407.1348396501,0,86,6,18.433781190019193,1372,40,1,291000,2,-0.183333333333333,1356
481823,11323,2.55571029195368,991,748435.403225806,0,73,14,1.0702836004932181,124,76,1,1080000,1,0.0,2843
4757465,4853,0.102008107258802,0,5186523.98069498,1,11,1552,1.4515612489991994,518,52,10,3450000,4,0.0,1322
26355421,500204,1.90570281537145,2052,7107510.28013029,0,87,123,3.6735042735042738,307,28,9,2660000,23,1.0,28
2750061,245467,8.98096442224372,1515,3289802.77044025,0,86,114,7.250814332247558,1590,26,9,6500000,6,0.0,17
1400141,17660,1.45592479614553,2725,1036431.18677685,0,86,250,0.9434172421474716,605,49,5,4200000,21,0.170454545454545,1062
10872059,446237,4.10903767170505,500,3425927.70229007,6,87,13,0.31774081774081775,131,89,1,537000,9,-0.125,45
21714843,180609,0.851896557575848,4379,662175.359389348,0,86,3141,12.803695150115473,8712,53,6,8640000,4,-0.075,300
132333,5229,4.382882576530419,571,323836.736982643,1,27,40,0.7966874335207416,749,74,12,1590000,8,0.0,94
17356696,40404,0.232786239961799,0,889235.456233421,0,87,289,1.9901960784313726,377,68,4,1060000,23,0.0,759
29241,865,3.13258780479463,51,163664.604674796,0,32,6,3.5505154639175256,984,89,1,413000,2,0.0,1019
739061,10378,1.8796824619348,3514,73074.6783472803,0,86,66,6.343127962085308,1912,81,11,466000,14,-0.0375,1069
37180321,778093,2.0949523270657,817,328090.866364665,2,86,861,13.053854276663147,1766,44,9,1660000,2,0.0,34
11431930,169625,1.55122538364038,7710,4826514.75,0,86,162,0.2874743326488706,20,28,8,1110000,3,0.0,793
1684266,98859,6.179783953366029,5225,2605057.45368421,0,32,704,2.144469525959368,950,77,2,17800000,22,0.0,593
1053406,18604,1.8452524477741699,834,365560.407763875,0,86,25,7.505675954592364,3117,71,12,2820000,0,0.516071428571428,1541
24789,336,1.4119165759006,14,6575.40243902439,0,60,1436,0.32632177373507676,82,40,2,3720,19,0.0,1580
7356919,61462,1.01845623147407,13465,19827560.3278388,0,86,414,1.9870028593709383,1092,40,12,55200000,6,0.0,1414
21456404,1659113,7.746554362045011,3019,1554049.51851851,0,32,822,0.12642140468227425,27,40,10,60600,4,0.0,34
29073,142,0.66384618030475,51,21883.1734585379,0,33,5,278.4795627376426,251109,60,1,10000000,18,0.0,78
31683351,112513,0.361738882986209,2098,1406918.53271028,0,86,89,3.228448275862069,107,87,10,601000,2,0.1,4691
917816,29546,3.4158262658310496,1805,544259.639842726,0,86,727,5.517561983471074,3815,49,1,8100000,15,0.0,534
740336,22406,3.2007088673251,1290,2053714.44331641,0,86,613,3.123049823855058,1773,46,5,12500000,3,0.0,360
3541960,139046,3.9789833877288197,1888,1100423.812749,3,44,552,1.725085910652921,502,81,7,641000,5,0.0,41
4128154,0,0.047503072802032004,1961,703018.320910973,0,85,501,2.9357452966714903,1449,26,9,1580000,5,0.0,25
1159169,7262,0.681781517621675,641,155675.841535433,0,86,654,1.258983890954151,1016,90,4,353000,14,0.0,74
4675246,121350,2.60266518596026,331,427963.435897435,0,85,27,1.9904655075715088,507,63,12,520000,12,0.433333333333333,18
425291,8157,1.95865889473325,173,3324.9294117647,1,87,807,0.344794282402936,255,65,11,11900,4,0.0,27
199484,19006,9.54412383950592,33,810007.940369393,2,32,16,4.318033854166666,1895,90,1,3510000,4,0.0,49
25850,1850,7.299806576402321,37,46613.5567685589,0,19,11,0.7609779254687871,458,46,1,237000,3,1.0,741
87392,2072,2.80346027096301,378,240327.707537396,0,85,168,24.621921002769277,24133,54,8,17300000,6,-0.1,371
793239,46202,6.60557536883587,6196,59440.8546956462,0,86,634,14.743725042783801,14769,88,4,1330000,4,-0.05,2071
556064,26556,4.90123439028601,698,293044.076190476,4,11,1022,2.4270776004402865,630,91,4,630000,8,0.0,34
298403,3768,1.6641923841248198,1198,128783.861694335,0,87,7,13.511781338360038,8192,26,1,1620000,5,0.0,586
2811955,57224,2.04508962625646,283,3586202.8657445,2,38,14,2.0596121618386403,1229,97,1,6760000,3,0.0,10
134400,552,0.410714285714285,0,9065.90438247012,0,86,2146,0.3721669137894514,251,44,3,2680,13,0.0,118
212601,4852,2.57665768270139,626,31817.2848837209,0,76,532,5.548387096774194,516,38,8,173000,4,0.0,874
220850,16887,7.78628028073352,309,3158521.7959274,0,32,8,4.48595744680851,2259,26,1,7090000,21,0.0,1069
14118473,507340,3.65381581988363,8523,1548688.75471698,4,86,88,3.1440677966101696,159,103,10,473000,2,-0.0520833333333333,22
2556953,39279,1.65364791609388,3004,426350.390547263,0,87,1451,1.9208191126279863,402,92,1,896000,8,0.125,2899
31428371,155673,0.507064142777237,3689,12509861.3756999,0,32,1706,22.871206621170323,22502,87,5,284000000,4,0.0,298
208852,2085,1.0265642656043499,59,11129.6483050847,0,85,1440,1.5453695042095417,1180,44,2,1110000,23,0.0,78
1709830,0,0.022341402361638202,382,1241359.84659771,0,87,1036,22.42588071154517,9185,45,3,44700000,8,0.324999999999999,1744
1002851,45529,4.5958970973753805,561,372272.063063063,0,85,298,0.9384057971014493,444,54,3,5430000,8,0.0,1181
90959374,1598304,1.7616590017429101,4090,9965571.50169952,1,11,572,2.1636898508089937,1471,50,6,16900000,6,0.0,27
503851,12533,2.61307410325671,633,166325.525424079,6,86,143,100.34821958456973,96621,99,8,18100000,3,0.154166666666666,31
371369,10924,2.975207946813,125,123390.938461538,5,86,137,1.807762836185819,845,95,9,307000,15,0.170454545454545,35
55232236,1571016,2.85831629195674,7696,1517795.92857142,3,56,483,0.4068987543915682,182,60,9,681000,6,0.0,25
1023101,20179,2.26145805741564,2958,1172189.79468325,1,86,181,7.314420803782506,5304,34,7,14700000,10,0.0,1376
3108784,57585,1.86954127401582,535,56167.6433121019,5,87,83,3.7508532423208187,157,74,10,25500,3,0.0,20
433489,17806,4.12674831425941,83,8980.89305816135,2,32,584,3.584053794428434,533,80,6,21000,19,0.0,44
856926,6168,0.779997339326849,516,66702.7285067873,0,86,10,4.203804347826087,442,53,1,258000,15,-1.0,647
547678,21907,4.02426243157475,133,4175.4693877551,0,32,1232,1.9378531073446328,343,44,9,10000,23,0.35,13
1987099,148762,7.55010193251569,1266,2666859.89583333,5,32,27,1.1626297577854672,384,69,12,1500000,5,0.0,55
726133,83275,11.6210115777688,1109,2061293.00645994,3,87,716,5.1113207547169806,774,59,2,1460000,14,0.25,52
927313,3544,0.38670869490668197,42,1223620.29377664,0,32,79,6.255523388694195,5865,100,11,21100000,4,1.0,1132
1366608,12377,0.928283750717104,309,24426.5476930864,0,60,3400,80.71377944548676,55312,35,9,2440000,21,0.0,132
603495,34441,5.88621281037953,1082,262117.572438162,0,87,421,0.562624254473161,283,24,11,1190000,4,0.0,707
21766020,438257,2.01861892987326,1116,593060.820224719,0,32,727,0.23315868263473052,89,34,1,130000,1,1.0,21
14395741,57337,0.40179939330667297,505,572595.813229572,0,8,2762,0.2694727381665668,257,82,6,421000,21,0.4,272
604553,18555,3.18863689370493,722,1488926.06686626,0,86,33,1.0474910394265233,1002,90,12,7180000,8,0.4,785
558153,42740,8.04474758713112,2162,81451.4457831325,0,87,38,0.3660995589161941,83,49,12,117000,17,0.0,1626
526871,14249,2.94303539196501,1257,467746.05,0,86,326,0.40829552819183407,180,25,2,709000,8,0.0,756
176550,14753,8.82752761257434,832,696118.181528662,0,86,44,1.156233561283535,314,31,12,1740000,7,0.0,1591
12138679,113398,0.9690922710782609,4237,523918.047368421,0,86,1855,1.3135802469135802,380,48,12,1230000,8,0.0,6360
281070,6134,2.28555164193973,290,525436.154761904,0,2,105,0.6730769230769231,420,51,10,1210000,9,0.1,754
10878642,136655,1.29873747109243,4630,365887.638709677,3,72,593,1.0493230174081236,155,79,6,178000,5,0.0,20
71680,809,1.16350446428571,25,51404.8535980148,0,86,3624,3.1358381502890174,2015,29,2,809000,18,0.0,515
4448752,202111,4.59202940510057,2177,655139.888586956,1,32,1359,2.696817420435511,1840,59,5,13500000,17,0.0,1416
56874942,1577219,2.77837294321988,2979,189897.737688932,2,32,788,6.573717948717949,2051,57,11,587000,1,0.0,23
75051,3384,5.13783960240369,472,49113.5435816164,0,86,6,3.5027755749405234,631,63,1,235000,10,0.0,532
1892530,77080,4.11771543912117,849,136285.962121212,5,87,327,0.458560794044665,132,62,2,183000,8,0.0,58
6781709,391907,5.79219780736684,903,500864.879032258,4,32,74,0.27927927927927926,124,99,11,111000,17,0.0,56
53466,4892,9.49949500617214,187,34431.1171043293,0,86,30,5.18286915396742,1409,104,12,281000,6,0.08,1148
17416,455,3.0431786862654997,75,152600.091969991,0,86,85,7.547333732774116,3599,29,10,1630000,23,0.0,887
34424700,0,0.000726222741229407,250,1437344.88737623,0,32,193,4.1134545454545455,808,28,7,2520000,5,0.0,24
16916765,322852,1.91142928331746,500,2551945.65148861,6,32,180,2.4779913205207684,571,77,7,2270000,18,0.25,56
7037730,181371,2.73022693396876,10775,1021167.00133155,0,86,2165,1.0438840349483718,751,30,2,2400000,7,0.0,975
6870276,582723,8.510225790055589,1953,1530574.3130699,0,27,269,3.4841149773071103,329,45,4,933000,6,0.75,15
2153009,19316,0.908867543052537,252,153642.828571428,0,11,1257,0.27071823204419887,70,38,8,64100,9,0.0,168
759601,24112,3.3247718209954904,1143,114379.491749174,3,87,25,1.0271186440677966,303,79,12,85800,10,0.0,24
1089374,31489,2.94783976852761,624,1870748.90819081,0,86,395,3.0660358762073723,2222,39,12,20900000,7,0.0,332
285229,11219,4.0283421391233,271,465237.202733485,0,86,90,0.7979745520643988,439,51,10,3180000,12,0.0,767
1653791,118,0.0075583915984547,7,2650960.35824175,0,32,10,0.7942643391521197,455,43,1,7040000,4,0.0,20
285838,2340,0.831589921563962,37,628846.323144104,1,86,604,2.111989459815547,687,78,5,1040000,4,0.5,5084
167924,1860,1.16123960839427,90,62395.3461234177,0,86,4386,7.540909090909092,7584,57,1,5570000,9,0.0,4691
9971043,176362,2.03923501282664,26971,269460.561368209,0,85,167,8.240821160679037,2982,52,8,3240000,6,0.0,6943
71287,1057,1.48273878827836,0,10216.3692307692,0,85,3258,0.15161612795734755,130,47,2,9820,6,0.2,421
37929,2175,6.05868860238867,123,122398.6300813,0,86,9,1.442211055276382,738,42,1,435000,0,-0.291666666666666,845
779387,19322,2.49016214024611,86,11070.0120481927,3,87,714,0.4486486486486486,83,86,2,1960,20,-1.0,14
668569,36842,5.55140905426365,273,279351.660592255,0,39,17,2.2028673835125447,439,38,1,120000,12,-1.0,40
552237,26150,4.8645780706472,714,484829.430894308,0,74,2420,0.47714048212801335,246,29,6,1520000,6,0.0,457
470439,19507,4.31320532523876,784,2434618.90123456,1,86,18,0.21327816437840885,162,67,1,3460000,12,0.0,2349
81703,1219,1.6865965754011398,159,48882.5763157894,0,86,1326,1.929983674950118,1520,59,6,574000,13,-0.1,224
1299480,21653,1.9937975190076,4256,1074242.22093023,1,85,2457,0.4475836431226766,172,64,4,1480000,2,0.0,1431
4777391,410729,8.64059483513072,2066,852559.570680628,3,86,437,0.596875,382,81,11,1230000,9,0.0,60
490943,14165,2.95146279710679,325,528057.811881188,0,18,144,0.5115774240231549,101,74,8,946000,22,0.0,1115
1084111,30096,2.7908581316857703,160,148075.653846153,1,32,380,0.5036319612590799,416,98,1,698000,5,1.0,60
523489,4575,0.888461839694817,76,4569.48433734939,0,57,226,1.8122270742358078,415,64,6,11600,6,0.5,611
583482,40595,6.99147531543389,199,2173638.5898305,0,86,126,1.3331181407359587,295,63,9,898000,5,0.0,46
3295795,81737,2.6699172733740997,6258,2458290.5,0,86,204,0.40848806366047746,242,28,6,4680000,6,0.0,1007
8275001,74038,0.9595044157698591,5361,186557.439493433,0,86,2580,2.3461719855368655,2132,35,12,1170000,21,0.136363636363636,437
5784899,411243,7.1315851841147095,1312,1484471.43353474,0,76,94,5.709240246406571,1986,19,10,13000000,22,1.0,15
243777,7606,3.413775704845,716,537285.606060606,0,87,703,0.07446808510638298,33,81,2,161000,11,0.0416666666666666,1768
275950,8280,3.1339010690342404,368,60802.5736040609,0,86,718,0.8130896226415094,197,28,2,144000,14,0.0,1089
23580,141,0.610687022900763,3,9543.28571428571,0,87,587,0.021193771626297576,7,70,6,608,14,0.0,34
891283,28355,3.2453216318498104,570,448921.492917847,1,85,534,1.1822966507177033,1059,62,8,6150000,4,0.0,1112
13362526,872398,6.552391366722129,3167,186789.135338345,3,87,901,0.465034965034965,133,54,8,171000,5,0.6,60
378902,13516,3.6914558381850697,471,52605.5300516224,0,32,361,20.99419408349461,10848,65,1,2650000,4,0.0,5640
433145,54131,12.778168973438401,1217,355485.467980295,6,87,49,1.584169453734671,203,95,12,203000,13,0.0,19
6220823,377417,6.11321042247946,2875,2224008.88888888,4,87,199,0.08993576017130621,54,60,7,587000,3,0.0,51
4610622,162693,3.54331801652792,676,1864237.91137123,2,32,270,1.0766460905349795,598,64,4,3400000,2,0.2,59
237442,2112,0.969499919980458,190,572562.287565816,0,86,4567,5.222239008913733,4938,61,7,25600000,13,0.0,485
6149285,112213,1.82879798220443,245,3647859.23475609,5,32,49,6.950554994954592,984,72,12,4640000,11,0.0,23
881892,40295,4.66100157388886,810,113297.546153846,1,83,664,1.2431693989071038,130,47,3,28700,13,0.55,43
42516,2501,6.22118731771568,144,103458.807839388,0,37,9,2.4694772344013494,1046,55,1,324000,8,0.0,1111
1702206,50366,2.9738468786974,255,1635745.01492537,3,40,90,1.6164981617647058,1005,50,10,2600000,5,0.0,10
22726,1134,5.231892986007209,55,57638.6700680272,0,32,147,13.584158415841584,2352,93,8,715000,6,0.0,7034
1851344,60906,3.33779135590144,888,55266.6226252158,0,86,830,1.6682444947520065,1158,25,10,499000,12,0.0,27
4113524,268989,6.57779072153219,1590,1234414.79921259,4,87,53,1.696564885496183,254,51,11,163000,4,0.0,27
12879,928,7.41517198540259,27,82432.9404973357,0,57,160,3.6139385602934433,1126,30,8,2130000,3,0.0,16
